"ISO Code"	"Country"	"Region"	"Subject.Descriptor"	"Units"	"Scale"	"X2000"	"X2001"	"X2002"	"X2003"	"X2004"	"X2005"	"X2006"	"X2007"	"X2008"	"X2009"	"X2010"	"X2011"	"X2012"	"X2013"	"X2014"	"X2015"	"X2016"	"X2017"	"X2018"	"X2019"	"X2020"	"X2021"	"GrowthRate"
"179"	"LUX"	"Luxembourg"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	53227.63	54150.11	56513.01	58415.79	61402.1	65110.47	72072.93	78076.05	78810.83	74927.05	80024.94	84332.41	84046.58	86584.96	90642.56	92485.94	95214.4	96186.68	99755.15	103464.77	102447.18	109936.24	0.0332802869677118
"180"	"LUX"	"Luxembourg"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	49183.43	48498.77	53399.45	66061.09	76343.55	81048.07	90499.47	107014.12	115898.76	104393.46	106177.04	117366.28	108050.47	114996.72	120449.74	102624.73	105364.03	108621.94	117859.72	115838.95	116921.11	131301.6	0.044248129113537
"181"	"LUX"	"Luxembourg"	"Europe"	"Inflation"	"Percent change"	""	4.326	0.974	2.825	2.466	3.519	3.513	2.271	4.333	0.721	2.499	3.081	3.376	2.433	1.503	-1	0.808	1.543	1.52	1.837	1.785	-0.356	1.3	NA
"182"	"LUX"	"Luxembourg"	"Europe"	"Unemployment"	"Percent of total labor force"	""	2.4	2.217	2.5	3.308	3.692	4.083	4.233	4.183	4.142	5.45	5.808	5.65	6.088	6.817	7.07	6.626	6.243	5.833	5.094	5.391	6.327	5.567	0.0496616484215184
"183"	"LUX"	"Luxembourg"	"Europe"	"Population"	"Persons"	"Millions"	0.434	0.439	0.444	0.448	0.455	0.461	0.469	0.476	0.484	0.494	0.502	0.512	0.525	0.537	0.55	0.563	0.576	0.591	0.602	0.614	0.626	0.638	0.0184840454907813
"184"	"LUX"	"Luxembourg"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	23.08	23.772	25.095	26.188	27.936	30.031	33.808	37.179	38.129	36.977	40.178	43.165	44.112	46.5	49.824	52.066	54.867	56.814	60.053	63.516	64.143	70.14	0.0524359464164965
"185"	"MAC"	"Macao SAR"	"Asia"	"GDP Domestic Currency"	"National currency"	"Billions"	NA	55.112	59.219	66.146	85.382	97.416	119.015	148.181	168.639	172.363	225.998	295.438	345.08	411.738	438.516	359.806	360.46	404.966	446.429	445.119	194.398	233.614	NA
"186"	"MAC"	"Macao SAR"	"Asia"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	NA	6.86	7.372	8.247	10.643	12.16	14.874	18.44	21.027	21.588	28.242	36.844	43.19	51.536	54.903	45.06	45.085	50.457	55.303	55.154	24.333	29.223	NA
"187"	"MAC"	"Macao SAR"	"Asia"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	NA	126316.76	134431.29	148082.31	184555.06	201157.6	231805.11	275378.18	307063	317954.25	409194.28	530123.81	592920.96	677758.03	689273.81	556286.33	558939.37	620067.37	668907.7	654972.04	284582.05	336604.74	NA
"188"	"MAC"	"Macao SAR"	"Asia"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	NA	15723.75	16733.98	18461.84	23005.59	25109.97	28970.43	34268.7	38286.23	39822.35	51135.16	66111.72	74209.14	84833.69	86298.09	69666.75	69910.52	77257.33	82862.88	81156.61	35621.46	42106.56	NA
"189"	"MAC"	"Macao SAR"	"Asia"	"Inflation"	"Percent change"	""	NA	NA	-1.569	-1.353	2.799	5.61	4.586	7.114	6.163	0.757	3.913	6.809	5.829	5.717	5.594	3.733	1.444	2.041	2.944	2.561	-0.865	-0.25	NA
"190"	"MAC"	"Macao SAR"	"Asia"	"Unemployment"	"Percent of total labor force"	""	NA	6.375	6.275	6.05	4.875	4.15	3.775	3.05	3.025	3.55	2.825	2.575	2	1.85	1.7	1.825	1.9	1.975	1.8	1.725	2.55	2.9	NA
"191"	"MAC"	"Macao SAR"	"Asia"	"Population"	"Persons"	"Millions"	NA	0.436	0.441	0.447	0.463	0.484	0.513	0.538	0.549	0.542	0.552	0.557	0.582	0.608	0.636	0.647	0.645	0.653	0.667	0.68	0.683	0.694	NA
"192"	"MAC"	"Macao SAR"	"Asia"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	NA	55.112	59.219	66.146	85.382	97.416	119.015	148.181	168.639	172.363	225.998	295.438	345.08	411.738	438.516	359.806	360.46	404.966	446.429	445.119	194.398	233.614	NA
"193"	"MLT"	"Malta"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	4.153	4.286	4.516	4.788	4.896	5.159	5.403	5.79	6.206	6.26	6.816	6.925	7.364	7.944	8.751	9.997	10.567	11.959	12.98	14.048	13.055	13.978	0.0589385218105174
"194"	"MLT"	"Malta"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	4.075	4.089	4.478	5.455	6.102	6.415	6.811	7.989	9.127	8.721	9.043	9.637	9.468	10.551	11.629	11.093	11.693	13.506	15.335	15.728	14.899	16.695	0.0669681987267128
"195"	"MLT"	"Malta"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	10683.61	10949.6	11442.29	12050.27	12242.94	12812.67	13340.78	14275.27	15217.1	15233.02	16462.22	16686.22	17637.48	18802.78	20378.7	22735.76	23459.58	25981.93	27285.26	28461.86	25370.85	26790.07	0.0441931733509244
"196"	"MLT"	"Malta"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	10482	10447.79	11346.46	13730.31	15260.89	15930.14	16818.01	19696.18	22378.18	21223.68	21842.07	23222.39	22674.79	24972.68	27080.1	25228.18	25960.31	29340.93	32237.26	31865.84	28955.29	31996.53	0.0521173639568082
"197"	"MLT"	"Malta"	"Europe"	"Inflation"	"Percent change"	""	1.017	3.565	2.052	2.447	1.885	3.371	0.772	3.054	4.982	-0.439	4.044	1.476	2.75	1.01	0.381	1.253	0.963	1.336	1.239	1.283	0.164	1.607	-0.0871989210487195
"198"	"MLT"	"Malta"	"Europe"	"Unemployment"	"Percent of total labor force"	""	6.758	7.617	7.025	7.567	7.217	6.942	6.817	6.467	5.975	6.883	6.842	6.392	6.2	6.108	5.733	5.392	4.7	4	3.658	3.617	4.283	3.6	-0.0225456260548594
"199"	"MLT"	"Malta"	"Europe"	"Population"	"Persons"	"Millions"	0.389	0.391	0.395	0.397	0.4	0.403	0.405	0.406	0.408	0.411	0.414	0.415	0.418	0.423	0.429	0.44	0.45	0.46	0.476	0.494	0.515	0.522	0.0141282514108181
"200"	"MLT"	"Malta"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	4.153	4.286	4.516	4.788	4.896	5.159	5.403	5.79	6.206	6.26	6.816	6.925	7.364	7.944	8.751	9.997	10.567	11.959	12.98	14.048	13.055	13.978	0.0589385218105174
"201"	"NLD"	"Netherlands"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	452.007	481.881	501.137	512.81	529.286	550.883	584.546	619.17	647.198	624.842	639.187	650.359	652.966	660.463	671.56	690.008	708.337	738.146	773.987	813.055	800.095	843.612	0.0289631453344381
"202"	"NLD"	"Netherlands"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	417.664	431.59	473.527	579.925	658.081	685.727	733.994	848.659	951.766	870.572	848.073	905.111	839.455	877.186	892.398	765.65	783.844	833.575	914.458	910.295	913.134	1007.56	0.0398851432371967
"203"	"NLD"	"Netherlands"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	28492.73	30141.91	31116.31	31669.46	32555.36	33785.05	35786.61	37851.22	39450.31	37901.86	38563.34	39047	39028.84	39361.13	39904.24	40827.12	41718.12	43213.17	45048.79	47045.91	45962.44	48323.53	0.0241968850680656
"204"	"NLD"	"Netherlands"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	26327.87	26996.17	29401.98	35814.27	40477.3	42054.88	44936.01	51880.38	58015.4	52807.45	51165.82	54342.11	50175.56	52276.99	53026.48	45302.8	46165.18	48799.87	53224.69	52672.5	52456.09	57714.88	0.0350683034777755
"205"	"NLD"	"Netherlands"	"Europe"	"Inflation"	"Percent change"	""	3.062	5.294	3.298	1.578	1.255	1.947	1.713	1.593	1.658	0.694	1.806	2.451	3.305	1.3	-0.14	0.452	0.75	1.201	1.794	2.706	0.872	1.822	-0.060870322509707
"206"	"NLD"	"Netherlands"	"Europe"	"Unemployment"	"Percent of total labor force"	""	3.66	3.137	3.665	4.833	5.665	5.882	5.014	4.161	3.663	4.359	4.995	4.984	5.832	7.257	7.434	6.891	6.024	4.854	3.839	3.39	3.832	3.6	0.00229882388792157
"207"	"NLD"	"Netherlands"	"Europe"	"Population"	"Persons"	"Millions"	15.864	15.987	16.105	16.193	16.258	16.306	16.334	16.358	16.405	16.486	16.575	16.656	16.73	16.78	16.829	16.901	16.979	17.082	17.181	17.282	17.408	17.458	0.00465467346623027
"208"	"NLD"	"Netherlands"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	452.007	481.881	501.137	512.81	529.286	550.883	584.546	619.17	647.198	624.842	639.187	650.359	652.966	660.463	671.56	690.008	708.337	738.146	773.987	813.055	800.095	843.612	0.0289631453344381
"209"	"NZL"	"New Zealand"	"Australiasia"	"GDP Domestic Currency"	"National currency"	"Billions"	118.397	126.288	133.645	141.669	152.956	160.768	168.971	183.197	189.424	191.966	201.445	211.024	215.935	228.106	240.891	251.635	266.809	286.758	303.059	319.2	322.118	349.622	0.0513170670351315
"210"	"NZL"	"New Zealand"	"Australiasia"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	54.151	53.123	62.041	82.489	101.564	113.238	109.747	134.856	135.358	121.758	145.301	166.956	175.032	187.168	200.142	176.213	185.956	203.842	210.005	210.443	209.384	247.64	0.0699582963192116
"211"	"NZL"	"New Zealand"	"Australiasia"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	30671.21	32492.35	33823.9	35173.67	37409.45	38870.41	40372.49	43347.93	44444.86	44592.44	46277.28	48109.8	48957.08	51295.51	53298.01	54550.28	56569.28	59555.14	61822.28	64024.39	63328.03	68259.82	0.0369152301986371
"212"	"NZL"	"New Zealand"	"Australiasia"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	14028.14	13667.83	15701.88	20480.43	24840.18	27378.7	26221.94	31909.42	31759.19	28283.69	33379.61	38062.95	39683.43	42089.46	44282.11	38200.04	39426.72	42334.7	42839.82	42210.23	41164.58	48348.99	0.055300587363782
"213"	"NZL"	"New Zealand"	"Australiasia"	"Inflation"	"Percent change"	""	3.976	1.816	2.723	1.554	2.7	3.155	2.635	3.184	3.375	1.959	4.026	1.847	0.95	1.625	0.758	0.084	1.336	1.594	1.889	1.854	1.437	3.556	-0.0496129288791035
"214"	"NZL"	"New Zealand"	"Australiasia"	"Unemployment"	"Percent of total labor force"	""	6.15	5.475	5.3	4.75	4.025	3.8	3.875	3.625	4.025	5.9	6.2	6.05	6.45	5.825	5.425	5.425	5.175	4.75	4.325	4.15	4.6	4.258	-0.0144148851218127
"215"	"NZL"	"New Zealand"	"Australiasia"	"Population"	"Persons"	"Millions"	3.86	3.887	3.951	4.028	4.089	4.136	4.185	4.226	4.262	4.305	4.353	4.386	4.411	4.447	4.52	4.613	4.717	4.815	4.902	4.986	5.087	5.122	0.013896728293747
"216"	"NZL"	"New Zealand"	"Australiasia"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	118.397	126.288	133.645	141.669	152.956	160.768	168.971	183.197	189.424	191.966	201.445	211.024	215.935	228.106	240.891	251.635	266.809	286.758	303.059	319.2	322.118	349.622	0.0513170670351315
"217"	"NOR"	"Norway"	"Scandinavia"	"GDP Domestic Currency"	"National currency"	"Billions"	1507.28	1564.31	1561.03	1620.37	1783.02	1989.99	2216.32	2350.17	2607.09	2428.48	2591.48	2792.68	2964.05	3071.22	3140.81	3111.17	3098.15	3295.38	3553.9	3568.49	3413.45	3850.81	0.0417175490371624
"218"	"NOR"	"Norway"	"Scandinavia"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	171.246	173.973	195.525	228.858	264.51	308.884	345.579	400.939	462.25	386.188	428.757	498.283	509.506	522.762	498.41	385.802	368.827	398.394	437	405.51	362.522	445.507	0.0382111687396811
"219"	"NOR"	"Norway"	"Scandinavia"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	334892.02	346130.89	343286.2	354338.93	387680.3	429635.87	474395.8	497747.17	544616.58	501475.01	527995.39	561565.8	588323.22	602637.99	609103.82	597676.97	589880.06	622911.65	667532.82	666161.95	633931.07	710889.49	0.0324210765256185
"220"	"NOR"	"Norway"	"Scandinavia"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	38047.95	38494.69	42997.96	50046.34	57512.22	66687.76	73970.24	84915.64	96563.22	79746.89	87356.19	100197.17	101129.91	102576.68	96657.58	74115.16	70223.82	75306.67	82082.12	75700.22	67326.07	82244.23	0.0289460400483246
"221"	"NOR"	"Norway"	"Scandinavia"	"Inflation"	"Percent change"	""	2.969	2.097	2.696	0.625	1.118	1.843	2.171	2.834	2.181	2.022	2.753	0.107	1.392	2.006	2.07	2.333	3.469	1.628	3.487	1.366	1.438	2.3	-0.0355994832251738
"222"	"NOR"	"Norway"	"Scandinavia"	"Unemployment"	"Percent of total labor force"	""	3.426	3.546	3.889	4.494	4.471	4.616	3.444	2.539	2.747	3.266	3.794	3.364	3.294	3.773	3.617	4.531	4.74	4.216	3.854	3.728	4.595	4.3	0.0147870299771551
"223"	"NOR"	"Norway"	"Scandinavia"	"Population"	"Persons"	"Millions"	4.501	4.519	4.547	4.573	4.599	4.632	4.672	4.722	4.787	4.843	4.908	4.973	5.038	5.096	5.156	5.205	5.252	5.29	5.324	5.357	5.385	5.417	0.00900619976244355
"224"	"NOR"	"Norway"	"Scandinavia"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	1507.28	1564.31	1561.03	1620.37	1783.02	1989.99	2216.32	2350.17	2607.09	2428.48	2591.48	2792.68	2964.05	3071.22	3140.81	3111.17	3098.15	3295.38	3553.9	3568.49	3413.45	3850.81	0.0417175490371624
"225"	"PRT"	"Portugal"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	128.415	135.775	142.554	146.068	152.248	158.553	166.26	175.483	179.103	175.416	179.611	176.096	168.296	170.492	173.054	179.713	186.49	195.947	205.184	214.375	200.088	210.751	0.0224221847917496
"226"	"PRT"	"Portugal"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	118.658	121.605	134.7	165.185	189.296	197.363	208.767	240.524	263.388	244.402	238.308	245.075	216.361	226.437	229.961	199.414	206.369	221.28	242.423	240.013	228.356	251.709	0.0332746392113532
"227"	"PRT"	"Portugal"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	12479.67	13102.29	13681.35	13966.02	14522.12	15095.51	15800.77	16644.54	16963.38	16598.51	16987.53	16679.57	16005.59	16303.66	16638.02	17350.02	18061.09	19023.44	19952.17	20840.8	19406.95	20477.48	0.0223220059311298
"228"	"PRT"	"Portugal"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	11531.47	11734.88	12927.58	15793.85	18055.89	18790.56	19840.47	22813.67	24946.26	23126.18	22539.04	23213.13	20576.83	21653.51	22109.32	19252.02	19986.36	21482.83	23573.29	23333.32	22148.8	24457.14	0.0331735429027751
"229"	"PRT"	"Portugal"	"Europe"	"Inflation"	"Percent change"	""	3.824	3.911	4.022	2.28	2.568	2.54	2.523	2.742	0.842	-0.141	2.444	3.498	2.09	0.171	-0.27	0.291	0.881	1.618	0.635	0.369	-0.29	3.133	NA
"230"	"PRT"	"Portugal"	"Europe"	"Unemployment"	"Percent of total labor force"	""	4.717	4.801	5.779	7.038	7.392	8.343	8.408	8.722	8.315	10.177	11.506	13.445	16.516	17.092	14.535	12.939	11.452	9.151	7.194	6.636	6.968	6.876	0.0196992814934889
"231"	"PRT"	"Portugal"	"Europe"	"Population"	"Persons"	"Millions"	10.29	10.363	10.42	10.459	10.484	10.503	10.522	10.543	10.558	10.568	10.573	10.558	10.515	10.457	10.401	10.358	10.326	10.3	10.284	10.286	10.31	10.292	9.70921222804844e-05
"232"	"PRT"	"Portugal"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	128.415	135.775	142.554	146.068	152.248	158.553	166.26	175.483	179.103	175.416	179.611	176.096	168.296	170.492	173.054	179.713	186.49	195.947	205.184	214.375	200.088	210.751	0.0224221847917496
"233"	"PRI"	"Puerto Rico"	"North America"	"GDP Domestic Currency"	"National currency"	"Billions"	61.702	69.669	72.546	75.834	80.322	83.915	87.276	89.524	93.639	96.386	98.381	100.352	101.565	102.45	102.446	103.376	104.337	103.446	104.925	104.915	103.138	106.576	0.0260203466562834
"234"	"PRI"	"Puerto Rico"	"North America"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	61.702	69.669	72.546	75.834	80.322	83.915	87.276	89.524	93.639	96.386	98.381	100.352	101.565	102.45	102.446	103.376	104.337	103.446	104.925	104.915	103.138	106.576	0.0260203466562834
"235"	"PRI"	"Puerto Rico"	"North America"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	16192.13	18243.71	18972.77	19820.21	20988.99	21959.32	22935.95	23664.87	24898.34	25768.73	26435.74	27278.85	27944.74	28513.15	28981.34	29755.35	30585.55	31347.27	32789.06	32785.94	32645.4	34143.27	0.0356807415242715
"236"	"PRI"	"Puerto Rico"	"North America"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	16192.13	18243.71	18972.77	19820.21	20988.99	21959.32	22935.95	23664.87	24898.34	25768.73	26435.74	27278.85	27944.74	28513.15	28981.34	29755.35	30585.55	31347.27	32789.06	32785.94	32645.4	34143.27	0.0356807415242715
"237"	"PRI"	"Puerto Rico"	"North America"	"Inflation"	"Percent change"	""	3.53	-1.959	2.308	0.541	4.94	5.88	4.519	4.248	1.36	3.905	0.527	3.266	1.152	0.811	0.07	-0.159	0.453	1.161	0.569	0.529	-0.082	3.957	NA
"238"	"PRI"	"Puerto Rico"	"North America"	"Unemployment"	"Percent of total labor force"	""	10.1	11.4	12.3	12	10.6	11.3	10.5	11.2	11.8	15.3	16.4	15.9	14.5	14.3	13.9	12	11.8	10.8	9.2	8.3	8.9	8.7	-0.006304251646294
"239"	"PRI"	"Puerto Rico"	"North America"	"Population"	"Persons"	"Millions"	3.811	3.819	3.824	3.826	3.827	3.821	3.805	3.783	3.761	3.74	3.722	3.679	3.634	3.593	3.535	3.474	3.411	3.3	3.2	3.2	3.159	3.121	-0.00933793317719689
"240"	"PRI"	"Puerto Rico"	"North America"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	61.702	69.669	72.546	75.834	80.322	83.915	87.276	89.524	93.639	96.386	98.381	100.352	101.565	102.45	102.446	103.376	104.337	103.446	104.925	104.915	103.138	106.576	0.0260203466562834
"241"	"SMR"	"San Marino"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	1.091	1.183	1.215	1.293	1.379	1.436	1.521	1.597	1.634	1.48	1.419	1.303	1.249	1.264	1.26	1.279	1.327	1.353	1.402	1.444	1.362	1.447	0.0111547302298141
"242"	"SMR"	"San Marino"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	NA	NA	NA	NA	1.714	1.789	1.91	2.189	2.403	2.062	1.883	1.813	1.606	1.678	1.674	1.42	1.468	1.528	1.656	1.616	1.554	1.728	NA
"243"	"SMR"	"San Marino"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	NA	NA	NA	NA	47704.98	49125.72	51366	53253.63	53794.71	48096.67	45542.86	41325.33	39153.78	39142.44	38555.99	38813.73	40040.45	40634.37	41877.02	43201.21	40553.06	42646.19	NA
"244"	"SMR"	"San Marino"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	NA	NA	NA	NA	59293.61	61193.01	64494.91	72991.53	79110.2	67011.54	60426.24	57512.89	50336.19	51986.53	51234.87	43068.69	44308.67	45887.69	49477.28	48368	46282.47	50934.19	NA
"245"	"SMR"	"San Marino"	"Europe"	"Inflation"	"Percent change"	""	NA	NA	NA	NA	1.087	1.9	2.007	4.019	3.155	1.964	2.991	2	2.531	1.458	0.494	0.232	0.833	1.046	1.764	0.951	0.215	0.839	NA
"246"	"SMR"	"San Marino"	"Europe"	"Unemployment"	"Percent of total labor force"	""	NA	3.54	3.921	4.119	3.362	3.56	3.313	3.021	3.114	4.483	4.945	5.469	6.95	8.079	8.739	9.183	8.597	8.095	8.009	7.663	7.342	6.739	NA
"247"	"SMR"	"San Marino"	"Europe"	"Population"	"Persons"	"Millions"	NA	NA	NA	NA	0.029	0.029	0.03	0.03	0.03	0.031	0.031	0.032	0.032	0.032	0.033	0.033	0.033	0.033	0.033	0.033	0.034	0.034	NA
"248"	"SMR"	"San Marino"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	1.196	1.297	1.332	1.418	1.512	1.575	1.668	1.597	1.634	1.48	1.419	1.303	1.249	1.264	1.26	1.279	1.327	1.353	1.402	1.444	1.362	1.447	0.00651973918062132
"249"	"SGP"	"Singapore"	"Asia"	"GDP Domestic Currency"	"National currency"	"Billions"	165.632	160.886	165.698	170.118	194.433	212.723	236.159	272.698	273.942	282.395	326.98	351.368	368.771	384.87	398.948	423.444	440.372	474.115	507.124	510.738	469.096	502.854	0.0534304656634161
"250"	"SGP"	"Singapore"	"Asia"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	96.077	89.794	92.538	97.646	115.034	127.808	148.627	180.942	193.617	194.15	239.808	279.357	295.093	307.576	314.864	307.999	318.753	343.332	375.963	374.39	339.981	378.645	0.0652260061762329
"251"	"SGP"	"Singapore"	"Asia"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	41121.41	38879.93	39679.14	41342.67	46663.95	49867.53	53655.81	59429.38	56606.57	56619.62	64407.6	67783.38	69416.45	71283.34	72937.48	76502.97	78535.75	84478.57	89936.7	89547.05	82502.96	88000.21	0.0354284092460571
"252"	"SGP"	"Singapore"	"Asia"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	23852.83	21699.75	22159.83	23730.38	27608.08	29961.31	33768.45	39432.9	40008.58	38926.81	47236.67	53891.46	55547.55	56967.43	57564.8	55645.61	56846.27	61175.44	66675.77	65641.31	59794.6	66263.42	0.0470227122693383
"253"	"SGP"	"Singapore"	"Asia"	"Inflation"	"Percent change"	""	2.063	-0.588	0.436	0.745	1.311	1.26	0.809	3.82	5.366	-0.527	4.59	5.534	4.324	1.499	-0.076	-0.639	0.163	0.375	0.465	0.761	0.024	1.348	-0.199639585095126
"254"	"SGP"	"Singapore"	"Asia"	"Unemployment"	"Percent of total labor force"	""	2.675	2.65	3.55	3.95	3.35	3.125	2.65	2.125	2.225	3.025	2.175	2.025	1.95	1.9	1.95	1.9	2.075	2.175	2.1	2.25	3	2.7	0.00574961134633889
"255"	"SGP"	"Singapore"	"Asia"	"Population"	"Persons"	"Millions"	4.028	4.138	4.176	4.115	4.167	4.266	4.401	4.589	4.839	4.988	5.077	5.184	5.312	5.399	5.47	5.535	5.607	5.612	5.639	5.704	5.686	5.714	0.0173862636789381
"256"	"SGP"	"Singapore"	"Asia"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	168.827	159.976	167.268	174.628	198.306	218.012	243.928	277.849	270.009	295.508	335.532	356.022	371.443	388.218	405.092	426.407	449.822	479.844	511.73	508.689	470.632	506.816	0.0525966354512253
"257"	"SVK"	"Slovak Republic"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	31.661	34.366	37.33	41.48	46.175	50.486	56.361	63.163	68.591	64.096	68.189	71.305	73.576	74.449	76.27	79.768	81.052	84.489	89.357	93.901	91.555	97.751	0.0545274081983183
"258"	"SVK"	"Slovak Republic"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	20.73	21.421	24.888	34.085	43.19	49.116	57.492	77.239	97.17	89.302	90.473	99.235	94.589	98.878	101.351	88.512	89.691	95.411	105.574	105.131	104.491	116.748	0.0842363896133351
"259"	"SVK"	"Slovak Republic"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	5864.61	6389.09	6939.92	7717.3	8595.73	9396.72	10489.89	11755.29	12758.52	11908.35	12649.98	13223.04	13614.25	13759.19	14082.44	14713.61	14936.92	15544.28	16416.43	17228.12	16774.92	17903.8	0.0539525672587373
"260"	"SVK"	"Slovak Republic"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	3839.79	3982.44	4626.83	6341.55	8040.07	9141.84	10700.34	14374.85	18074.64	16591.52	16783.99	18402.63	17502.51	18274.09	18713.36	16326.59	16529.16	17553.89	19395.85	19288.57	19144.92	21383.29	0.0836456803431544
"261"	"SVK"	"Slovak Republic"	"Europe"	"Inflation"	"Percent change"	""	8.44	6.568	3.096	9.24	5.775	3.656	3.479	2.33	3.467	0.044	1.303	4.592	3.347	0.35	-0.149	-0.459	0.261	2.019	1.871	3.155	1.622	3.525	-0.079157362355286
"262"	"SVK"	"Slovak Republic"	"Europe"	"Unemployment"	"Percent of total labor force"	""	18.9	19.458	18.825	17.7	18.358	16.358	13.442	11.217	9.592	12.092	14.483	13.675	13.975	14.258	13.183	11.483	9.683	8.108	6.542	5.758	6.7	6.8	-0.0505313054993382
"263"	"SVK"	"Slovak Republic"	"Europe"	"Population"	"Persons"	"Millions"	5.399	5.379	5.379	5.375	5.372	5.373	5.373	5.373	5.376	5.382	5.39	5.392	5.404	5.411	5.416	5.421	5.426	5.435	5.443	5.45	5.458	5.46	0.000543581239264235
"264"	"SVK"	"Slovak Republic"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	31.661	34.366	37.33	41.48	46.175	50.486	56.361	63.163	68.591	64.096	68.189	71.305	73.576	74.449	76.27	79.768	81.052	84.489	89.357	93.901	91.555	97.751	0.0545274081983183
"265"	"SVN"	"Slovenia"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	18.853	21.148	23.549	25.613	27.628	29.114	31.47	35.074	37.926	36.255	36.364	37.059	36.253	36.454	37.634	38.853	40.443	43.011	45.864	48.397	46.918	50.982	0.0466415008983632
"266"	"SVN"	"Slovenia"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	20.393	20.901	23.539	29.673	34.448	36.26	39.514	48.073	55.773	50.513	48.248	51.575	46.607	48.416	50.01	43.112	44.754	48.572	54.188	54.185	53.547	60.89	0.0494522941010214
"267"	"SVN"	"Slovenia"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	9484.57	10626.48	11809.63	12838.54	13838.78	14574.31	15708.83	17446.23	18866.03	17838.75	17764.69	18075.65	17637.15	17706.45	18259.41	18834.16	19592.74	20819.69	22190.06	23257.54	22386.03	24230.28	0.0438737382765699
"268"	"SVN"	"Slovenia"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	10259.44	10502.32	11804.82	14873.63	17254.83	18152.06	19723.86	23912.49	27744.28	24854.16	23570.18	25156.07	22674.37	23516.59	24263.9	20898.86	21681.28	23511.32	26217.34	26039.1	25548.77	28939.27	0.046676122934167
"269"	"SVN"	"Slovenia"	"Europe"	"Inflation"	"Percent change"	""	8.929	7.035	7.258	4.556	3.134	2.224	2.779	5.691	2.103	1.798	1.884	1.986	2.647	0.632	0.1	-0.488	0.481	1.734	1.44	1.863	-1.071	2.161	NA
